name,height,width,img_h,img_w,area_frac,n_polyps_mask,n_bbox,compactness,sessile,size_bin,size_tertile,fold,split
cju2ti1du4idn0878giuozonw,530,571,530,571,0.1068466444172752,1,1,0.6944546973267136,True,large,medium,3,train
cju2tjrog4jy30878pawyazqc,530,622,530,622,0.117399745192016,1,1,0.6639505621752043,False,large,medium,3,train
cju2top2ruxxy0988p1svx36g,530,570,530,570,0.2029129427341939,1,1,0.5124216306060984,False,large,large,3,train
cju2tpfa5uyx408359datxqqj,528,622,528,622,0.1015510815551008,1,1,0.7354105181273298,True,large,medium,3,train
cju2tqfgw4oat0799rn0g5b2z,529,614,529,614,0.1220790256337629,1,1,0.7948661377497782,False,large,medium,0,test
cju2trbpkv0c00988hxla5dzz,531,610,531,610,0.1777252940631657,1,1,0.8126818923537269,False,large,large,4,train
cju2trtjf4qjd0878a2zle9v9,528,598,528,598,0.0287764771460423,1,1,0.7595885218262619,True,medium,small,0,test
cju2tvrvm53ws0801a0jfjdxg,531,568,531,568,0.1324467520755417,1,1,0.5304894401770938,True,large,medium,2,train
cju2txjfzv60w098839dcimys,430,551,430,551,0.0881061917021905,1,1,0.8022835518318815,False,medium,medium,1,train
cju2tzypl4wss0799ow05oxb9,531,622,531,622,0.2725791899043847,1,1,0.8466675181459472,False,large,large,3,train
cju2u2b9o4zvp08788qb9nqxj,527,564,527,564,0.2413433458489779,1,1,0.7936240653166664,False,large,large,4,train
cju2u4pymvc720988wsxrmi84,530,541,530,541,0.3116451016635859,1,1,0.7086958070458753,False,large,large,2,train
cju2u73dj53oz0878486k8k4b,529,524,529,524,0.1396015815524033,1,1,0.871298112073114,True,large,medium,4,train
cju2ueb6j5ado0878vf5md13o,1070,1348,1070,1348,0.097509636983832,2,2,0.4289779071388334,False,medium,medium,2,val
cju2ulk385h170799rlklxob0,528,596,528,596,0.322989754931869,1,1,0.6951429408741621,True,large,large,4,train
cju2uokeg5jm20799xwgsyz89,530,570,530,570,0.311770936775902,1,1,0.6091527993574772,False,large,large,3,train
cju2upu4evw7g08358guwozxv,528,616,528,616,0.0505737160566706,1,1,0.8481524006959196,False,medium,small,2,train
cju2urqpwvxw70835rvndvtsi,474,626,474,626,0.0314130302907752,1,1,0.7871666464583941,True,medium,small,0,test
cju2uwz9f5yf1085506cfamfx,1011,1220,1011,1220,0.26253749736505,1,1,0.8391032194592672,False,large,large,1,train
cju2uy8ox62jo0801g88hh42z,528,622,528,622,0.0639920101334892,1,1,0.7387676288869278,False,medium,small,3,train
cju2uzabhs6er0993x3aaf87p,528,612,528,612,0.1011926866706278,1,2,0.5132171341947329,True,large,medium,0,test
cju2wtwj87kys0855kx6mddzw,547,626,547,626,0.4114250836686895,1,1,0.4606652341658127,False,large,large,4,train
cju2wve9v7esz0878mxsdcy04,529,620,529,620,0.054930178669431,1,1,0.8477960465029962,False,medium,small,0,test
cju2wx0gh7fpz0878wwyd9ep8,529,616,529,616,0.0590491738884933,1,1,0.8454803834946623,False,medium,small,3,train
cju2wxv0hxs2f09884w48v8fi,529,622,529,622,0.0170770549298257,1,1,0.7466497315335474,True,small,small,1,train
cju2wzu8wxtgu09880ku9x1pg,529,622,529,622,0.1591700654635635,1,1,0.7139446446626583,False,large,medium,0,test
cju2x7vw87mu30878hye2ca0m,1070,1348,1070,1348,0.2024238054299897,1,1,0.4166631634423763,False,large,large,0,test
cju2xa3i4y0160988i679zsqd,528,619,528,619,0.1054180741175894,1,1,0.6247036399848591,False,large,medium,1,train
cju2xbk0080y80801eghyddi2,529,621,529,621,0.074354127284184,1,1,0.8234871189546918,False,medium,small,4,train
cju2xd75m82720801q4s4ik3n,1011,1220,1011,1220,0.1119375395242496,1,1,0.8616146118385096,False,large,medium,1,train
cju2xf8e5y2wm08359vcgk09b,530,571,530,571,0.3517496613025807,1,1,0.8440151062072828,False,large,large,2,train
cju2xjz2ju8pe0993ysv9wg17,530,593,530,593,0.1550033408635336,1,1,0.7073801970373974,False,large,medium,4,train
cju2xlcqxy9c60988vjacdznb,529,621,529,621,0.1871516457692179,1,1,0.6133972188388306,False,large,large,0,test
cju2xs6na81t20878pt6nkfip,531,570,531,570,0.235474278917633,1,1,0.6428324981120584,False,large,large,4,train
cju2xwm1s84l50799i60mq0pu,547,626,547,626,0.0462119840430813,1,1,0.7651997099885615,True,medium,small,1,train
cju2xyd9vyi7m098831qcucse,528,622,528,622,0.2228210562213777,1,1,0.6996218007665399,False,large,large,0,test
cju2y0z6g87p10878fpk5d3rq,530,554,530,554,0.2339554526258429,1,1,0.6828956324063064,False,large,large,0,test
cju2y26c588bo07993ksd8eoz,530,621,530,621,0.0735362926503205,1,1,0.82036941186556,False,medium,small,1,train
cju2y40d8ulqo0993q0adtgtb,529,617,529,617,0.1332871722126393,1,1,0.8043712861601823,False,large,medium,1,train
cju2y5zas8m7f0801d34g5owq,479,586,479,586,0.2715661895159854,2,2,0.3937856636847288,False,large,large,4,train
cju2y8s56ymqr083541ggdsml,530,615,530,615,0.092814848903206,1,1,0.6456373245897653,False,medium,medium,0,test
cju2yb31a8e8u0878wdashg7o,531,621,531,621,0.1719782502554958,1,1,0.7921853867959916,False,large,large,0,test
cju2ycp1u8g2r0799jslnp7cz,531,617,531,617,0.1019726701401288,1,1,0.702441939380142,False,large,medium,1,train
cju2yg5ht8i4p087800js8hp4,546,626,546,626,0.173430935411766,1,1,0.6493060644066382,False,large,large,1,train
cju2yi9tz8vky0801yqip0xyl,528,616,528,616,0.2617756296733569,1,1,0.8293329378108101,True,large,large,2,train
cju2yljr0yzhw0988ecf271ly,1009,1220,1009,1220,0.2263773578774635,1,1,0.8316963554791607,False,large,large,3,train
cju2yo1j1v0qz09934o0e683p,546,626,546,626,0.3059573546793994,1,1,0.6934815577367096,False,large,large,4,train
cju2ysg748ru80878sp6j0gm0,547,572,547,572,0.3049181166182994,1,1,0.6026964773841761,False,large,large,3,train
cju2yv4imv6cz099314jveiib,529,621,529,621,0.1100335150635142,1,1,0.8226303470468428,False,large,medium,2,val
cju2yw4s7z7p20988lmf2gdgd,530,571,530,571,0.0770677064402075,1,1,0.8607348526631134,False,medium,medium,2,train
cju2yyhsp933j0855hp32e012,435,593,435,593,0.1995503091624508,1,1,0.7970485443792903,False,large,large,4,train
cju2z1nxlzaj40835wj81s1iy,531,622,531,622,0.2207689186816114,1,1,0.7225086701646734,False,large,large,3,val
cju2z2x3nvd3c099350zgty7w,530,553,530,553,0.0655668907161622,1,1,0.7820469453437395,False,medium,small,3,train
cju2z45kuzf6d0988nz2c819m,529,562,529,562,0.0344738276073165,1,1,0.8531652994817079,False,medium,small,1,train
cju2z6ez69g4u0801qwt088lw,538,626,538,626,0.3060382198890697,1,1,0.6991798050741123,False,large,large,2,train
cju2z9vlp9j0w0801oag91sy9,531,622,531,622,0.0677814715909435,1,1,0.6236123319780434,False,medium,small,3,train
cju2zblxw9848087853csbrx1,530,586,530,586,0.0925043467061626,1,1,0.7108423759778363,False,medium,medium,3,train
cju2zdhsczmn50988z64qwg2q,530,598,530,598,0.1396762794219726,2,2,0.4174030155559795,False,large,medium,1,train
cju2zdvjn9h7r08553cp4eed5,415,401,415,401,0.06172520505964,1,1,0.8862203922722284,True,medium,small,0,test
cju2zgbj9zmrw0835nnlzxj4c,528,623,528,623,0.3102959774308089,1,1,0.6318468564468992,False,large,large,2,train
cju2zi4l09f5807991s8do2b2,530,622,530,622,0.1016107504701814,1,1,0.8223046948834719,False,large,medium,0,test
cju2zjcvj9qma0801dk71hhi0,528,622,528,622,0.368776186300302,2,2,0.3898224144501976,False,large,large,4,val
cju2zkpdl9h7t0799ix60teqg,528,611,528,611,0.0464867579229281,1,1,0.7688185500429804,True,medium,small,1,train
cju2zm0axztpe0988r8s9twjr,528,623,528,623,0.0702946398171117,1,1,0.8078061679453048,False,medium,small,0,test
cju2zo0fwzv580988qlijd2xa,530,616,530,616,0.0824430286694437,2,2,0.4138309267874118,True,medium,medium,4,train
cju2zp89k9q1g0855k1x0f1xa,530,622,530,622,0.026894376023782,1,1,0.8074330178727293,True,medium,small,0,test
cju2zpw4q9vzr0801p0lysjdl,546,605,546,605,0.0318257500075681,1,1,0.8412153886436015,True,medium,small,4,train
cju2zr3c3vwb00993jn06bbaz,531,575,531,575,0.0514566445590763,1,1,0.844585122283952,True,medium,small,2,train
cju2zrojo9kcd0878ld2epejq,531,621,531,621,0.0431446758311574,1,1,0.7554967800831396,True,medium,small,2,train
cju2zwg05a0oy0801yr73ig7g,531,599,531,599,0.1175562535173185,1,1,0.7170494870121964,False,large,medium,1,train
cju2zxja9w1eh09933609ho9z,530,584,530,584,0.037771387955544,1,1,0.821224674316642,False,medium,small,3,train
cju2zy1e49pqk0878t6ncqn12,529,622,529,622,0.0324825704022027,1,1,0.8133042591237379,True,medium,small,0,test
cju300m3s04fg0988uzupuf7z,529,622,529,622,0.1721594466292647,1,1,0.6733062265445688,False,large,large,4,train
cju302fqq9spc0878rrygyzzz,528,592,528,592,0.2214565417690417,1,1,0.8162493595179865,False,large,large,1,train
cju303j5r062k098835zxfds5,546,626,546,626,0.0824819482966447,1,1,0.8526647235026121,False,medium,medium,0,test
cju30525w04r10835ygp257sb,530,622,530,622,0.0954589577140083,1,1,0.7702123584352192,False,medium,medium,3,train
cju306x7w05nb0835cunv799x,546,626,546,626,0.1590012756146941,1,1,0.8766828471533089,True,large,medium,2,train
cju30ajhw09sx0988qyahx9s8,530,622,530,622,0.2827155250864527,2,2,0.2828076988539291,False,large,large,1,train
cju30bmab08bi0835mvlr6e0r,530,622,530,622,0.0977582964266213,1,1,0.8296004586476508,False,medium,medium,1,train
cju30df2j09dd08351ayx2t6w,530,622,530,622,0.111135715585755,1,1,0.687582015717506,False,large,medium,1,train
cju30ftgja7170855xl9bkdm0,531,595,531,595,0.2933390305274652,1,1,0.6370944259462511,False,large,large,0,test
cju30gxjq0djk0988jytm49rs,530,622,530,622,0.0802766486683249,1,1,0.8518201573843223,False,medium,medium,2,train
cju30ia8da2bq0799klnehml2,531,571,531,571,0.4436199089053136,1,1,0.4463315755017614,False,large,large,4,train
cju30j1rgadut0801vuyrsnt8,530,570,530,570,0.0244587884806355,1,1,0.78980216982612,True,medium,small,4,train
cju30k2z40ds308353kdew70n,528,618,528,618,0.0873265421202314,1,1,0.853145352437714,False,medium,medium,1,train
cju30lncba3ny0878jwnous8n,530,570,530,570,0.0688315127441244,1,1,0.7592801511272514,False,medium,small,0,test
cju30mm25a53s0799qa5wiqe8,529,622,529,622,0.024656726578693,1,1,0.8451418993627571,True,medium,small,1,train
cju30nyxe0gfb0835p256yoju,530,622,530,622,0.5087120063095311,1,1,0.7857880792981596,False,large,large,1,train
cju30ov1oah920801mi8thuyg,530,571,530,571,0.0312791197171463,1,1,0.7911161884045863,True,medium,small,1,train
cju30qbm1ad3x0855znuhpz9u,529,622,529,622,0.3077395316042524,1,1,0.7677145871595259,False,large,large,0,test
cju30u1hbakn808019g15nb8b,528,510,528,510,0.071026440879382,1,1,0.805330074381675,False,medium,small,2,val
cju30xqmh0ni00835ix3batv1,529,622,529,622,0.2025784255921808,1,1,0.7412717766263914,False,large,large,3,train
cju30ywtc0oar0835bp2en7ec,1062,1348,1062,1348,0.1394749562719688,1,1,0.8720300419835776,False,large,medium,3,train
cju310f6val1v0855xo8tc3gu,531,622,531,622,0.5764346830889967,1,1,0.6919337474246945,False,large,large,1,train
cju3128yi0rpu0988o4oo5n8n,531,622,531,622,0.0405532242144591,1,1,0.7933040025537652,False,medium,small,3,train
cju31rb7vb6110801p9rhacuw,530,622,530,622,0.0522781047139477,1,1,0.8489193085784245,False,medium,small,1,train
cju31t8xd17bk0835rnb893jk,529,622,529,622,0.0057865656854223,2,2,0.3947043890274168,True,small,small,1,train
cju31ugmfb3dz0855xtqshki6,544,612,544,612,0.0813989811610918,1,1,0.8434236671144608,False,medium,medium,0,test
cju31w6goazci0799n014ly1q,547,627,547,627,0.1259005915986576,1,1,0.6919313491712633,True,large,medium,4,train
cju31y80qbawn0801twwm2l5s,495,569,495,569,0.1896682111093358,1,1,0.8051358056635258,False,large,large,1,train
cju320gyvbch60801v2amdi2g,503,616,503,616,0.2075340166791459,1,1,0.3792368724818432,False,large,large,3,train
cju323ypb1fbb0988gx5rzudb,530,604,530,604,0.3800074971885543,1,1,0.7435432290410746,False,large,large,2,train
cju324q101fhe08350wae9cif,530,618,530,618,0.0982383830982475,1,1,0.7550493222511762,True,medium,medium,2,train
cju326h4v1gxw08352px40p7r,528,616,528,616,0.3858225108225108,1,1,0.7175045363171548,False,large,large,1,train
cju3280wv1ir009882jze27tc,530,571,530,571,0.1463668506096553,1,1,0.8374925722879547,False,large,medium,1,train
cju32a52lb9rc0799xi40qs00,529,621,529,621,0.3536097945566179,3,3,0.3031417317311207,False,large,large,1,train
cju32csyfblyh080170aa3x5p,547,626,547,626,0.120187955213158,1,1,0.8547424751241269,False,large,medium,3,train
cju32fhnhbds40799broyoptc,530,621,530,621,0.0510132774283717,1,1,0.7429618945060132,False,medium,small,4,train
cju32gzs6xo8x0993r8tedbpb,547,626,547,626,0.1313379397351805,2,2,0.3017795152208346,False,large,medium,1,train
cju32jcdabepz0878d0cznmfe,530,622,530,622,0.1412364254079961,1,1,0.8473692153959622,False,large,medium,4,train
cju32l161bi1v07990vm376in,529,622,529,622,0.0321604191613126,1,1,0.7594318972385595,False,medium,small,3,train
cju32phw2bv130801yj7bkouq,547,626,547,626,0.5619673969546349,1,1,0.5351663365227677,False,large,large,0,test
cju32pzh9bpw10855q4vaxfhe,546,621,546,621,0.0550040405112868,1,1,0.8109419580538605,False,medium,small,1,train
cju32qr9tbvsj08013pkpjenq,546,615,546,615,0.0666845349772179,1,1,0.8187519245941484,True,medium,small,2,train
cju32srle1xfq083575i3fl75,547,626,547,626,0.0632319185099088,1,1,0.7929598520917548,False,medium,small,0,test
cju32upim1z7u0988l883nqp6,479,570,479,570,0.1343039226458631,1,1,0.7953657234424687,False,large,medium,4,train
cju32zhbnc1oy0801iyv1ix6p,531,622,531,622,0.2525175456125371,1,1,0.5834251600242117,False,large,large,0,test
cju330ofbc2l30801th5g3hw6,529,495,529,495,0.0397815584961142,1,1,0.8142343835161243,True,medium,small,4,train
cju33231uy4gi0993qc7b1jch,529,622,529,622,0.0577106595590782,1,1,0.3773695627335388,False,medium,small,2,train
cju334jzo261t0835yqudnfs1,528,623,528,623,0.2001313293448124,1,1,0.8049618450575017,False,large,large,3,val
cju336l68y7if0993wf092166,530,583,530,583,0.2259587688921971,1,1,0.7009692545479923,False,large,large,3,train
cju3381d8bz3h07991xtl7ra0,528,567,528,567,0.0501108973331195,1,1,0.7940808571930275,False,medium,small,1,train
cju33belnbyhm0878yxl42233,528,613,528,613,0.0669119827969746,2,2,0.4325640488801954,False,medium,small,4,train
cju33eqwbcch208012jikwdky,547,626,547,626,0.1392871953320756,1,1,0.6240827076371626,False,large,medium,0,test
cju33jon3ygbj0993pu22a4k6,547,626,547,626,0.0412561108807261,1,1,0.6723881092301178,False,medium,small,2,train
cju33mirdc8mj0799k33wzoes,547,626,547,626,0.169994918550794,1,1,0.7024333081296833,False,large,large,1,train
cju33o12x2jm50988944mxq0v,530,622,530,622,0.0335648850330643,1,1,0.8571022205221519,False,medium,small,3,train
cju33qpdvc9g0087825jhf3s9,531,622,531,622,0.0341163006158373,1,1,0.6054453153801792,False,medium,small,2,train
cju33w4sdcivk0855x879zht7,547,617,547,617,0.0756683723507328,1,1,0.647599418989296,False,medium,small,1,val
cju33x0f22peh0988g0ln7w5v,528,597,528,597,0.0267435663164306,1,1,0.8779537299728544,True,medium,small,2,train
cju33yemn2qb20988wfjxximx,511,622,511,622,0.0428955267082386,1,1,0.6254426839875785,False,medium,small,2,train
cju33za6l2qy70988jhrlp2ev,546,626,546,626,0.0572710037566267,1,1,0.5382033621353952,False,medium,small,2,train
cju34aozyyy830993bn16u32n,530,609,530,609,0.2656690522663196,1,1,0.5392120997948265,False,large,large,1,train
cju34c1xfyz920993itxkkfad,508,570,508,570,0.2574319657411245,1,1,0.7541424909955645,False,large,large,3,train
cju34ds2531520988qjpqt6e3,531,617,531,617,0.182069853827676,1,1,0.5706206322491707,False,large,large,0,test
cju34eqjpcpm508788b3lhp97,531,557,531,557,0.1000483488692112,1,1,0.8568082530365084,False,large,medium,0,test
cju34fojcctcf0799ebolbvkn,547,626,547,626,0.0276033666061175,1,1,0.7803876004806201,True,medium,small,3,train
cju34i3qvcyog0855qiejxx5w,529,622,529,622,0.2868787191752928,1,1,0.5273410434766053,False,large,large,0,test
cju34m7h536wq0988xz7gx79v,531,617,531,617,0.1032424067613475,1,1,0.4173345819347273,False,large,medium,2,train
cju34o6dbd2lo0855aqlcy1hs,476,623,476,623,0.0464646532770411,1,1,0.8080121196709484,False,medium,small,3,train
cju34ouumcznz07996gg1xq7v,547,626,547,626,0.1759145148384157,1,1,0.8645327748286116,False,large,large,0,test
cju34repocy5208780gswillm,529,622,529,622,0.22410177547882,1,1,0.690206869275839,False,large,large,4,val
cju34sh43d8zm08019xbwhc0o,530,620,530,620,0.117212416311625,1,1,0.6083657535152501,False,large,medium,2,train
cju34uhepd3dd0799hs8782ad,546,626,546,626,0.0248188978220927,1,1,0.8533237441369508,False,medium,small,4,train
cju34xspwzenf0993cyzajv9n,547,626,547,626,0.1890503530731086,2,2,0.4657807567482888,False,large,large,4,train
cju34ymm8d6700799uop0cw33,531,621,531,621,0.0482606572838293,1,1,0.7877315579673376,False,medium,small,1,train
cju34zivp3fq80988opxbaqyn,528,580,528,580,0.0725901253918495,1,1,0.8807362100718498,False,medium,small,3,train
cju3518w2d838079939fqztbc,529,623,529,623,0.1703022450670121,1,1,0.6583094857601757,False,large,large,1,train
cju3521y5d5mq0878t3ezsu4p,530,622,530,622,0.0610477461627131,1,1,0.7414789384234732,False,medium,small,4,train
cju353d1eda8c07992afde611,528,622,528,622,0.0915850628471207,1,1,0.8584528134164866,False,medium,medium,3,train
cju35740hzm0g0993zl5ic246,474,557,474,557,0.0437356543872008,1,1,0.5854447490096949,True,medium,small,4,train
cju357rxxdaz30878y2esjpjt,531,558,531,558,0.0333718081121033,1,1,0.813693818587977,True,medium,small,2,val
cju358pwtdby20878cg7nm0np,528,581,528,581,0.0446819746518541,1,1,0.7914394391462284,False,medium,small,2,train
cju35a77vdj4n08556jj2lgmc,530,570,530,570,0.2712578616352201,1,1,0.7789255026984,False,large,large,1,train
cju35atpxdjot0855q46aqrd0,546,626,546,626,0.0792461000128731,1,1,0.8331063198968497,False,medium,medium,3,train
cju35c4wzdhow0799h6eq4sgs,531,599,531,599,0.1221181567521512,1,1,0.5430267284159616,False,large,medium,4,train
cju35eg0tdmjt085525sb4bua,528,599,528,599,0.0769843678858703,1,1,0.8361201715173447,False,medium,medium,0,test
cju35fxqyzt5p0993vusm54qz,531,613,531,613,0.1591966894314338,1,1,0.6199515395706227,False,large,medium,1,train
cju35i2e63uxr0835h7zgkg9k,531,614,531,614,0.1724728095842765,1,1,0.6198870771518912,False,large,large,4,train
cju35k2fr3vc50988c85qkrwg,530,570,530,570,0.0652234359483614,2,2,0.3935973016442149,True,medium,small,3,train
cju35ldepdtlm0801yv79y8vu,547,626,547,626,0.0492345702086898,1,1,0.7172371296973756,False,medium,small,3,train
cju35mdz73x890835eynq1h9v,529,570,529,570,0.140632772858422,1,1,0.8556326104624279,False,large,medium,3,train
cju35oyvd3y850988km12hdz1,506,590,506,590,0.0889997990219066,1,1,0.7418329375606469,False,medium,medium,2,train
cju3tp94kfstl08181awh6z49,530,593,530,593,0.6082089789684686,1,1,0.7222154513695006,False,large,large,1,train
cju3tsh4lfsok0987w6x3a0v1,530,622,530,622,0.3726809440029121,1,1,0.4998547945714414,False,large,large,0,test
cju3ttznuftyf09875t11850w,547,626,547,626,0.1013690709124997,1,1,0.8089685663535487,True,large,medium,2,train
cju3tvffffx5f0818t5ov22al,530,622,530,622,0.2277285688284899,1,1,0.879445618137889,False,large,large,4,train
cju3tx1qyg0c907552fglumhc,529,622,529,622,0.0784377488314419,1,1,0.8170015140485677,False,medium,medium,2,train
cju3u1c8tfyqx08503iedc3mx,528,622,528,622,0.1523372795478904,1,1,0.548984199024531,False,large,medium,2,train
cju3u39fog1bo0871lxjrabks,1010,1205,1010,1205,0.0867934760281007,1,1,0.817048357246368,False,medium,medium,4,train
cju3u4lxmg59o0755rz42b9en,528,622,528,622,0.1338150394621455,1,1,0.7938552715147507,False,large,medium,1,train
cju3u815rg4ek0850vvhtcvcm,546,595,546,595,0.4483670391233416,1,1,0.7308233564987945,False,large,large,2,val
cju3ua8u0g9rg0801uayhdxhu,530,622,530,622,0.1408299460049748,1,1,0.8157569512407125,False,large,medium,2,train
cju3uhb79gcgr0871orbrbi3x,531,622,531,622,0.0460424727959743,10,10,0.0843021758622114,False,medium,small,0,test
cju3ul8dogf1z09872y2ecowp,531,609,531,609,0.0475355542567699,1,1,0.743706748784944,True,medium,small,3,train
cju3umoh1geet0817cmpef5am,531,599,531,599,0.1073320568807397,1,1,0.7517023328363349,False,large,medium,1,train
cju3uwz6ogsp10801h2r3bj5l,531,622,531,622,0.0688593383835631,1,1,0.6353639868700452,False,medium,small,1,train
cju3uz4o6gr9z0850lhxyxvsj,1070,1348,1070,1348,0.2067722343936326,1,1,0.8717168682630216,False,large,large,3,train
cju3v0fl3gwce0755qkjhzmd4,530,621,530,621,0.2181144228724212,1,1,0.8069573129940358,False,large,large,2,train
cju3v11mrgwwb0755u242ygye,530,622,530,622,0.0741036219134866,1,1,0.7422582475878785,False,medium,small,0,test
cju3v3ac9gyz30755hfqwyp1i,530,578,530,578,0.0734608604818175,1,1,0.8532649055172588,False,medium,small,0,test
cju3v56bwgy8v0871w14pz8fx,531,570,531,570,0.1587240228631843,2,2,0.3625469173592545,False,large,medium,4,val
cju3v664kh0px0818y4y7wolf,531,621,531,621,0.061267441190474,1,1,0.8113368481148736,False,medium,small,3,train
cju3v72v5h1qz0818fggilwtq,529,622,529,622,0.0357192786243534,1,1,0.8481141908100334,False,medium,small,1,train
cju3wstckialg0871xs0vevsj,529,564,529,564,0.3305447183901111,1,1,0.8405111360354811,False,large,large,1,val
cju3x2s11ibzi0817kk284k0j,530,622,530,622,0.10052174968149,1,1,0.641844146165839,False,large,medium,3,train
cju3x4blzieu30850x10uuvbm,1011,1210,1011,1210,0.0706640181147869,2,2,0.4964068456023849,False,medium,small,0,test
cju3x5u2tiihx0818914gzxy1,530,622,530,622,0.2401716920463507,1,1,0.8886413308461908,False,large,large,2,val
cju3x7xsaijq80818f0psavav,531,590,531,590,0.1254492642599508,1,1,0.8749541925832051,False,large,medium,1,train
cju3x9lttikfb0818a0g104zn,530,622,530,622,0.0537553843353758,1,1,0.6494407242682885,True,medium,small,0,test
cju3xeexgii1j0817zs68tb4g,528,622,528,622,0.3385614586378252,1,1,0.4867754787379832,False,large,large,1,train
cju3xga12iixg0817dijbvjxw,530,622,530,622,0.2909876842807741,1,1,0.7021920891231287,False,large,large,4,train
cju3xhpvvimda0987ygrpzni2,530,622,530,622,0.0881696293150518,1,1,0.6865477611500825,False,medium,medium,2,train
cju3xiic0ilzp0850lusrb42j,530,571,530,571,0.0281135379836764,1,1,0.7010024422815198,True,medium,small,1,val
cju3xjqtpikx50817tppy6g84,530,622,530,622,0.1468543347691561,1,1,0.8047549476184467,False,large,medium,1,train
cju3xl264ingx0850rcf0rshj,531,622,531,622,0.1017039984013661,1,1,0.7843314619353996,False,large,medium,4,train
cju3xtufwiv9c0818djsc4cqd,530,615,530,615,0.0551710385028378,1,1,0.7855311505173945,False,medium,small,3,train
cju3xuj20ivgp0818mij8bjrd,527,622,527,622,0.029811405943977,1,1,0.8382948986800369,True,medium,small,1,train
cju3xvoo2iqlc0817eku2r3wl,530,446,530,446,0.0510914628987224,1,1,0.8722625761703501,True,medium,small,1,train
cju3xwpgviwlx0871rwm15q7v,547,626,547,626,0.0702086898622168,1,1,0.8595743118371942,False,medium,small,1,train
cju3xzvnzj0hd0755xprz39nj,513,625,513,625,0.3549785575048733,1,1,0.8571717735563477,False,large,large,2,val
cju3y0pjrj1c30755nxekxccj,531,570,531,570,0.038104205900816,1,1,0.8140840474165455,False,medium,small,1,train
cju3y21quj0ir0818kgjagr15,546,626,546,626,0.2618959847394352,1,1,0.5755800536430583,False,large,large,4,train
cju3y54kwj3nr0801biidlb4e,546,620,546,620,0.5798209854661468,1,1,0.7624803836694242,False,large,large,4,train
cju3y79ofj3va0871uqfb1mzo,530,598,530,598,0.1081245661639427,1,1,0.6071813282401867,False,large,medium,4,train
cju3y9difj6th0801kd1rqm3w,529,597,529,597,0.0996064126555904,1,1,0.8508918341657121,False,medium,medium,3,train
cju3ya7goj6at0818v2l5ay7f,547,626,547,626,0.033771194607823,2,2,0.4375189824852908,True,medium,small,3,train
cju3yb47cj1xq0817zfotbni4,547,626,547,626,0.1291651821436706,1,1,0.8582142532372538,True,large,medium,1,train
cju3yht87j83m08507yk1u1fg,530,570,530,570,0.4302350215160543,1,1,0.5819435249267602,False,large,large,3,train
cju3ykamdj9u208503pygyuc8,1010,1220,1010,1220,0.0166815452037006,2,2,0.3150157816184766,False,small,small,2,train
cju40jl7skiuo0817p0smlgg8,506,601,506,601,0.316685629352923,1,1,0.6651780405159279,True,large,large,1,train
cju40m0rjkpw80871z6n6yg1u,528,586,528,586,0.2146841710621574,2,2,0.4219030248629531,False,large,large,3,train
cju40poe4kt9s0755f9cnm3h5,1070,1348,1070,1348,0.277984691755179,1,1,0.8483714282042977,False,large,large,4,train
cju40r6jrksyk0871wg98zgho,528,622,528,622,0.1668706762155315,1,1,0.8374201913152226,False,large,medium,0,test
cju40sdwukv3k0755y99ug1k8,528,615,528,615,0.1014966740576496,1,1,0.783810275197955,False,large,medium,3,train
cju40taxlkrho0987smigg0x0,393,622,393,622,0.1018466246123888,1,1,0.7946087337627055,False,large,medium,4,val
cju40u30gkuzc0871rq7t666d,546,626,546,626,0.0663056325995623,1,1,0.8428936243986112,False,medium,small,1,val
cju40w3hbkwpn08015rbs3wko,528,621,528,621,0.0679622310057092,1,1,0.6844936995620284,False,medium,small,1,train
cju40wto5kxwi0755it190f2k,1070,1348,1070,1348,0.0526935023156493,1,1,0.6973854190067829,False,medium,small,3,train
cju410dnfl0960755y8lu8d79,546,626,546,626,0.2093412444850144,1,1,0.1744834356011546,False,large,large,2,train
cju412uwlkva50850d1ps1ww7,547,616,547,616,0.4064970678316199,1,1,0.6847893303798808,False,large,large,3,train
cju414lf2l1lt0801rl3hjllj,528,610,528,610,0.1457836562344759,4,4,0.1695390937833563,False,large,medium,3,train
cju418rckl3ur08012psrx1r1,530,622,530,622,0.1359188254565309,1,1,0.8749155363353162,False,large,medium,4,train
cju41kd7yl4nm0850gil5qqwh,531,535,531,535,0.0757625358607459,1,1,0.7870428623187207,False,medium,small,0,test
cju41lojblbs307555jdci937,547,626,547,626,0.0596486207077816,1,1,0.8575005014490833,False,medium,small,2,train
cju41nz76lcxu0755cya2qefx,514,586,514,586,0.1834670190302917,1,1,0.6980296357109259,False,large,large,2,train
cju41p90plcsx08018cnzpndc,529,622,529,622,0.0243801627775515,1,1,0.7669992022732826,False,medium,small,3,train
cju41r6v2lcww0871ps8k8pf5,529,594,529,594,0.1919160094963497,1,1,0.8210291650843604,False,large,large,0,test
cju41s6nbleqy0755e2mslg0b,530,561,530,561,0.0910806174957118,1,1,0.8848549381956266,False,medium,medium,1,train
cju41z76wlgbz0801qdetlvby,421,592,421,592,0.1038309687359568,1,1,0.8151091260322681,False,large,medium,4,train
cju422cm8lfxn0818ojicxejb,531,571,531,571,0.0988848981368794,1,1,0.702384487609457,False,medium,medium,4,train
